,Quality,UMI per cell,Replicate,Fraction,Cell number,Method,Protein MI,Cell type coarse MI,Cell type fine MI
233,Q0.100,815.5538081211866,rep0,0.464,52929,RandomProjection,1.9520202818055081,1.525409787474977,1.9091518277069996
234,Q0.100,815.5538081211866,rep0,1.0,114072,VAE,3.2003350331090283,2.0074462912572386,2.8164805789238683
235,Q0.100,815.5538081211866,rep0,1.0,114072,PCA,2.8835397237187794,1.8621878035310693,2.4913854849163317
236,Q0.100,815.5538081211866,rep0,1.0,114072,RandomProjection,1.849171588921363,1.4912250100897153,1.7118162426239463
237,Q0.100,815.5538081211866,rep0,1.0,114072,nanoTxformer,2.5312220840032023,1.8783485076577406,2.387458066630586
238,Q0.215,1756.9447717231221,rep0,0.001,114,VAE,3.154120682374753,1.9935947064170318,2.7948914649611503
239,Q0.215,1756.9447717231221,rep0,0.001,114,PCA,3.084063621051667,1.940507031335714,2.749935028491537
240,Q0.215,1756.9447717231221,rep0,0.001,114,RandomProjection,2.1529117762029797,1.7178929607133717,2.137592617194571
241,Q0.215,1756.9447717231221,rep0,0.001,114,nanoTxformer,2.660582842144919,2.0216973818872037,2.6315175615396718
242,Q0.215,1756.9447717231221,rep0,0.002,228,VAE,3.2293295778399815,2.0241070816866973,2.7776476519501916
243,Q0.215,1756.9447717231221,rep0,0.002,228,PCA,3.2428313788941563,1.913085645937916,2.8103692889036616
244,Q0.215,1756.9447717231221,rep0,0.002,228,RandomProjection,2.0051043527422805,1.5404370913707388,1.9579529535142797
245,Q0.215,1756.9447717231221,rep0,0.005,570,VAE,3.3644819421781733,2.0069501313956666,2.8779734202937517
246,Q0.215,1756.9447717231221,rep0,0.005,570,PCA,3.3414162584691502,1.7732726843587432,2.847455070319951
247,Q0.215,1756.9447717231221,rep0,0.005,570,RandomProjection,2.023777204432402,1.5829956555777038,1.8725837784492017
248,Q0.215,1756.9447717231221,rep0,0.01,1140,VAE,3.491887225716416,2.06847634640236,2.9889905658504023
249,Q0.215,1756.9447717231221,rep0,0.01,1140,PCA,3.4305918682954486,1.8637737969605517,2.8671455026556467
250,Q0.215,1756.9447717231221,rep0,0.01,1140,RandomProjection,2.208707984506301,1.6848867753684533,2.1420986982594283
251,Q0.215,1756.9447717231221,rep0,0.01,1140,nanoTxformer,2.650354306963406,2.0095903152256978,2.502180981571065
252,Q0.215,1756.9447717231221,rep0,0.022,2509,VAE,3.464398116891352,2.0933284222864232,3.000565998662739
253,Q0.215,1756.9447717231221,rep0,0.022,2509,PCA,3.3902140635528686,1.9701306428699192,2.8560326440154027
254,Q0.215,1756.9447717231221,rep0,0.022,2509,RandomProjection,2.2471657816827526,1.744177616435081,2.2068248155975314
255,Q0.215,1756.9447717231221,rep0,0.046,5247,VAE,3.683114651864861,2.097193444816628,3.0728658789201817
256,Q0.215,1756.9447717231221,rep0,0.046,5247,PCA,3.4431512680892524,1.9909579900226255,2.8451951131362976
257,Q0.215,1756.9447717231221,rep0,0.046,5247,RandomProjection,2.1238204670412366,1.6681163378491242,2.0508981038862895
258,Q0.215,1756.9447717231221,rep0,0.1,11407,VAE,3.7906106483306985,2.0855186828233228,3.1225629445509697
259,Q0.215,1756.9447717231221,rep0,0.1,11407,PCA,3.506622763348889,1.951829758222507,2.883964842939666
260,Q0.215,1756.9447717231221,rep0,0.1,11407,RandomProjection,2.2293788960794934,1.6811497395943438,2.0472399999587143
261,Q0.215,1756.9447717231221,rep0,0.1,11407,nanoTxformer,2.662293752540037,1.9991565330516985,2.5476439537110123
262,Q0.215,1756.9447717231221,rep0,0.215,24525,VAE,3.8305150348059978,2.1230139822926772,3.141454618987767
263,Q0.215,1756.9447717231221,rep0,0.215,24525,PCA,3.4254225156419325,2.0121706480626407,2.855703059634011
264,Q0.215,1756.9447717231221,rep0,0.215,24525,RandomProjection,1.9095849810612207,1.5487634232635805,1.933070868841496
265,Q0.215,1756.9447717231221,rep0,0.464,52929,VAE,3.8887813203955464,2.13043009485588,3.2286092417845396
266,Q0.215,1756.9447717231221,rep0,0.464,52929,PCA,3.4397915034888533,1.9755962435655718,2.9018464253294356
267,Q0.215,1756.9447717231221,rep0,0.464,52929,RandomProjection,2.219894668277171,1.7225109763682096,2.188079460024172
268,Q0.215,1756.9447717231221,rep0,1.0,114072,VAE,3.789651629749532,2.138499789387484,3.1804219879903384
269,Q0.215,1756.9447717231221,rep0,1.0,114072,PCA,3.4189761946555097,1.9131360007508864,2.864620284145304
270,Q0.215,1756.9447717231221,rep0,1.0,114072,RandomProjection,2.2858041471356048,1.696377509362149,2.1518802449623693
271,Q0.215,1756.9447717231221,rep0,1.0,114072,nanoTxformer,2.684200881168944,1.9904965924708184,2.561276643550414
272,Q0.464,3784.5776351777827,rep0,0.001,114,VAE,3.551530602018368,2.0937848284949325,3.0510830749560442
273,Q0.464,3784.5776351777827,rep0,0.001,114,PCA,3.590088683493708,2.0397214785963302,3.026032534567886
274,Q0.464,3784.5776351777827,rep0,0.001,114,RandomProjection,2.495299423539059,1.870856532583711,2.397952307205888
275,Q0.464,3784.5776351777827,rep0,0.001,114,nanoTxformer,2.935455577402975,2.0989960771580836,2.7564307592232375
276,Q0.464,3784.5776351777827,rep0,0.002,228,VAE,3.794528171158782,2.1577982597722776,3.125999572627244
277,Q0.464,3784.5776351777827,rep0,0.002,228,PCA,3.760049354720823,2.0728958421523913,3.081118796205141
278,Q0.464,3784.5776351777827,rep0,0.002,228,RandomProjection,2.511646309537303,1.8114238883023999,2.4530084731512467
279,Q0.464,3784.5776351777827,rep0,0.005,570,VAE,3.7129145366319336,2.1386639143598902,3.103248996887121
280,Q0.464,3784.5776351777827,rep0,0.005,570,PCA,3.7632727240953012,2.0438224678684094,3.0957821083572243
281,Q0.464,3784.5776351777827,rep0,0.005,570,RandomProjection,2.5252715224170874,1.8121754853793173,2.3496991451796165
282,Q0.464,3784.5776351777827,rep0,0.01,1140,VAE,3.8783353572970816,2.165575569455539,3.229287840572616
283,Q0.464,3784.5776351777827,rep0,0.01,1140,PCA,3.977092645770346,2.0023457160119764,3.175161203425859
284,Q0.464,3784.5776351777827,rep0,0.01,1140,RandomProjection,2.583898453371415,1.837897302886811,2.4194396723376466
285,Q0.464,3784.5776351777827,rep0,0.01,1140,nanoTxformer,2.841312080773049,2.126587900885017,2.680336592502882
286,Q0.464,3784.5776351777827,rep0,0.022,2509,VAE,4.015250863897442,2.181915997403279,3.3136730460391375
287,Q0.464,3784.5776351777827,rep0,0.022,2509,PCA,4.025416318378195,2.129414719178832,3.187856928726829
288,Q0.464,3784.5776351777827,rep0,0.022,2509,RandomProjection,2.6173670954675163,1.8416317748008817,2.414884032388287
289,Q0.464,3784.5776351777827,rep0,0.046,5247,VAE,4.108304123004858,2.2176309347573273,3.33787030425045
290,Q0.464,3784.5776351777827,rep0,0.046,5247,PCA,4.016587805705355,2.1392992515632483,3.1571386570475037
291,Q0.464,3784.5776351777827,rep0,0.046,5247,RandomProjection,2.511052999195694,1.826157987202553,2.4321283838972683
292,Q0.464,3784.5776351777827,rep0,0.1,11407,VAE,4.229500987362283,2.2183593987273658,3.3844319279447976
293,Q0.464,3784.5776351777827,rep0,0.1,11407,PCA,4.046135280081103,2.137336989257363,3.2020341336815674
294,Q0.464,3784.5776351777827,rep0,0.1,11407,RandomProjection,2.5272152715432243,1.7902156515291758,2.39931709612274
295,Q0.464,3784.5776351777827,rep0,0.1,11407,nanoTxformer,2.8575926861365386,2.126249171557204,2.6946801622372583
296,Q0.464,3784.5776351777827,rep0,0.215,24525,VAE,4.248174167528835,2.205416203909764,3.391024491783965
297,Q0.464,3784.5776351777827,rep0,0.215,24525,PCA,4.056475600789647,2.127772718961209,3.183306204294346
298,Q0.464,3784.5776351777827,rep0,0.215,24525,RandomProjection,2.330580359010819,1.6916227401098178,2.207069005130423
299,Q0.464,3784.5776351777827,rep0,0.464,52929,VAE,4.352595967184962,2.2433282188093053,3.4310469787986095
300,Q0.464,3784.5776351777827,rep0,0.464,52929,PCA,4.061057175776807,2.0751970492366603,3.206996848442636
301,Q0.464,3784.5776351777827,rep0,0.464,52929,RandomProjection,2.469491845780308,1.8079922147339635,2.2604757687954
302,Q0.464,3784.5776351777827,rep0,1.0,114072,VAE,4.3408749250521375,2.2778592626645864,3.4761108355358465
303,Q0.464,3784.5776351777827,rep0,1.0,114072,PCA,4.055185740022579,2.1127633675762465,3.17445990672396
304,Q0.464,3784.5776351777827,rep0,1.0,114072,RandomProjection,2.401198366614952,1.7932641955472333,2.215624065437017
305,Q0.464,3784.5776351777827,rep0,1.0,114072,nanoTxformer,2.982867256372173,2.100611327464318,2.759454536211875
306,Q1.000,8153.868320008416,rep0,0.001,114,VAE,3.898709698655804,2.2382569122550247,3.2569388024578005
307,Q1.000,8153.868320008416,rep0,0.001,114,PCA,4.069602773208042,2.153470036327594,3.3026867809984632
308,Q1.000,8153.868320008416,rep0,0.001,114,RandomProjection,2.812922258883239,1.9255701944053747,2.542742778546463
309,Q1.000,8153.868320008416,rep0,0.001,114,nanoTxformer,2.9608719420187435,2.146398732882542,2.687988519318882
310,Q1.000,8153.868320008416,rep0,0.002,228,VAE,4.019968112562558,2.243616728074998,3.3492989889051024
311,Q1.000,8153.868320008416,rep0,0.002,228,PCA,4.25397926924732,2.2142605762783436,3.398504877350794
312,Q1.000,8153.868320008416,rep0,0.002,228,RandomProjection,2.8245460439783163,1.9421601840670226,2.622886584013121
313,Q1.000,8153.868320008416,rep0,0.005,570,VAE,4.242857151452223,2.280333683659241,3.368395525784187
314,Q1.000,8153.868320008416,rep0,0.005,570,PCA,4.315783518903622,2.187256131987846,3.379281748245859
315,Q1.000,8153.868320008416,rep0,0.005,570,RandomProjection,2.7487529906399675,1.8704293915408956,2.536880024046329
316,Q1.000,8153.868320008416,rep0,0.01,1140,VAE,4.246860488421702,2.2678989068357382,3.4627999998305863
317,Q1.000,8153.868320008416,rep0,0.01,1140,PCA,4.447866674945918,2.0981661777321894,3.3555579713853483
318,Q1.000,8153.868320008416,rep0,0.01,1140,RandomProjection,2.8463402717331947,1.9409246185804985,2.7124498232068124
319,Q1.000,8153.868320008416,rep0,0.01,1140,nanoTxformer,3.0040022539693063,2.1761465846850423,2.821903664292094
320,Q1.000,8153.868320008416,rep0,0.022,2509,VAE,4.374485846656992,2.297017905217337,3.4654411455174006
321,Q1.000,8153.868320008416,rep0,0.022,2509,PCA,4.386784609368841,2.2169731626611893,3.3983500738377286
322,Q1.000,8153.868320008416,rep0,0.022,2509,RandomProjection,2.7688797034915873,1.907312652368917,2.608972716994313
323,Q1.000,8153.868320008416,rep0,0.046,5247,VAE,4.505692792095728,2.3191075712815956,3.5219405701551363
324,Q1.000,8153.868320008416,rep0,0.046,5247,PCA,4.400577191429305,2.240761096487482,3.428672145804677
325,Q1.000,8153.868320008416,rep0,0.046,5247,RandomProjection,2.7144332505527675,1.9622547579459306,2.49049073906841
326,Q1.000,8153.868320008416,rep0,0.1,11407,VAE,4.530696468513798,2.294028434402434,3.593745917006996
327,Q1.000,8153.868320008416,rep0,0.1,11407,PCA,4.381791154743208,2.173917273268044,3.4039032055837763
328,Q1.000,8153.868320008416,rep0,0.1,11407,RandomProjection,2.8305265269255804,1.9120703757223798,2.5618696253280024
329,Q1.000,8153.868320008416,rep0,0.1,11407,nanoTxformer,3.017340696792674,2.1700078587069553,2.669781399794958
330,Q1.000,8153.868320008416,rep0,0.215,24525,VAE,4.549979235842992,2.329774754691486,3.59769566405144
331,Q1.000,8153.868320008416,rep0,0.215,24525,PCA,4.453764811744309,2.18825390373953,3.4219716751084364
332,Q1.000,8153.868320008416,rep0,0.215,24525,RandomProjection,2.8924492113798586,1.9311428776950677,2.6737264198795905
333,Q1.000,8153.868320008416,rep0,0.464,52929,VAE,4.536632725005559,2.3664595727267037,3.669622704754096
334,Q1.000,8153.868320008416,rep0,0.464,52929,PCA,4.457780499137073,2.2504154216721193,3.416864456290769
335,Q1.000,8153.868320008416,rep0,0.464,52929,RandomProjection,2.755707737390626,1.9441116355222108,2.5328452973091826
336,Q1.000,8153.868320008416,rep0,1.0,114072,VAE,4.569666032397247,2.3492344647482577,3.6469974300821852
337,Q1.000,8153.868320008416,rep0,1.0,114072,PCA,4.372148814040498,2.2284111180994186,3.403787566890721
338,Q1.000,8153.868320008416,rep0,1.0,114072,RandomProjection,2.912336140947904,1.9699383894598756,2.7020393210005476
339,Q1.000,8153.868320008416,rep0,1.0,114072,nanoTxformer,3.078108174013872,2.2117037446350833,2.9188798616695664
